genome	protein_id	ko	evalue	score	threshold	score_minus_threshold
GCF_035985545.1	WP_020452100.1	K01077	6.200000000000001e-101	337.1	67.97	269.13
GCF_035985545.1	WP_020449993.1	K01113	7.700000000000001e-168	558.3	94.03	464.27
GCF_035985545.1	WP_020451550.1	K01915	2.2e-108	361.7	37.7	324.0
GCF_035985545.1	WP_050820802.1	K02013	1.9e-94	315.0	226.0	89.0
GCF_035985545.1	WP_041817314.1	K02016	2.3e-72	242.5	157.77	84.72999999999999
GCF_035985545.1	WP_020452203.1	K02036	1.8e-140	466.3	268.53	197.77000000000004
GCF_035985545.1	WP_003183532.1	K02037	1.3e-98	329.6	260.07	69.53000000000003
GCF_035985545.1	WP_020452205.1	K02038	8e-95	316.7	255.13	61.56999999999999
GCF_035985545.1	WP_020452206.1	K02040	1.0999999999999999e-75	253.6	55.67	197.93
GCF_035985545.1	WP_020453106.1	K02406	6.1e-128	426.1	135.0	291.1
GCF_035985545.1	WP_020452604.1	K02556	4.7e-95	317.0	97.97	219.03
GCF_035985545.1	WP_020451148.1	K02557	8.600000000000001e-73	243.9	144.87	99.03
GCF_035985545.1	WP_020451411.1	K03407	1.2000000000000001e-223	742.8	509.2	233.6
GCF_035985545.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_035985545.1	WP_020452146.1	K06390	3.1e-131	435.8	217.4	218.4
GCF_035985545.1	WP_020452551.1	K07636	1.1e-123	411.9	327.73	84.16999999999996
GCF_035985545.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_035985545.1	WP_020452888.1	K23188	1.7e-138	460.8	460.43	0.3700000000000045
GCF_036209985.1	WP_268507541.1	K00004	1.3e-137	456.8	376.97	79.82999999999998
GCF_036209985.1	WP_327852933.1	K00372	1.5000000000000001e-274	911.3	909.57	1.7299999999999045
GCF_036209985.1	WP_327852417.1	K01077	1.3e-113	378.8	67.97	310.83000000000004
GCF_036209985.1	WP_327852956.1	K01113	7.800000000000001e-164	544.9	94.03	450.87
GCF_036209985.1	WP_094232068.1	K01915	2.3e-108	361.5	37.7	323.8
GCF_036209985.1	WP_327851712.1	K02013	4.2e-107	356.6	226.0	130.60000000000002
GCF_036209985.1	WP_106047043.1	K02015	3.4000000000000003e-106	354.0	343.37	10.629999999999995
GCF_036209985.1	WP_003326966.1	K02016	2.1e-67	226.0	157.77	68.22999999999999
GCF_036209985.1	WP_327852127.1	K02036	1.1999999999999999e-141	470.0	268.53	201.47000000000003
GCF_036209985.1	WP_268505560.1	K02037	2e-98	328.8	260.07	68.73000000000002
GCF_036209985.1	WP_327852126.1	K02038	3.8e-94	314.3	255.13	59.170000000000016
GCF_036209985.1	WP_004429533.1	K02040	2.2e-74	249.1	55.67	193.43
GCF_036209985.1	WP_268532662.1	K02406	3.8e-127	423.4	135.0	288.4
GCF_036209985.1	WP_063637606.1	K02556	2.4e-93	311.2	97.97	213.23
GCF_036209985.1	WP_327851688.1	K02557	1.4e-72	243.0	144.87	98.13
GCF_036209985.1	WP_327851607.1	K03407	4.8e-222	737.3	509.2	228.1
GCF_036209985.1	WP_003328933.1	K03413	2.4e-47	159.9	135.0	24.90000000000001
GCF_036209985.1	WP_003325460.1	K06390	6.7e-133	441.1	217.4	223.7
GCF_036209985.1	WP_327851979.1	K07636	2.7e-122	407.1	327.73	79.37
GCF_036209985.1	WP_003219701.1	K07692	7.1e-113	373.9	267.17	106.72999999999996
GCF_036209985.1	WP_010789882.1	K23188	1.3e-140	467.7	460.43	7.269999999999982
GCF_036210315.1	WP_095240207.1	K00372	4.5999999999999994e-278	923.1	909.57	13.529999999999973
GCF_036210315.1	WP_003183293.1	K01077	8.699999999999999e-102	339.9	67.97	271.92999999999995
GCF_036210315.1	WP_003178586.1	K01113	2.1000000000000002e-168	560.2	94.03	466.1700000000001
GCF_036210315.1	WP_003182145.1	K01915	1.5e-108	362.3	37.7	324.6
GCF_036210315.1	WP_003186508.1	K02013	1.1999999999999999e-95	319.0	226.0	93.0
GCF_036210315.1	WP_003185150.1	K02016	9.5e-72	240.5	157.77	82.72999999999999
GCF_036210315.1	WP_016885933.1	K02036	1.1e-140	466.9	268.53	198.37
GCF_036210315.1	WP_003183532.1	K02037	1.3e-98	329.6	260.07	69.53000000000003
GCF_036210315.1	WP_026699154.1	K02038	3e-94	314.8	255.13	59.670000000000016
GCF_036210315.1	WP_003183534.1	K02040	3.4e-77	258.5	55.67	202.83
GCF_036210315.1	WP_003185695.1	K02406	3.1e-132	440.3	135.0	305.3
GCF_036210315.1	WP_009329389.1	K02556	2.3e-94	314.7	97.97	216.73
GCF_036210315.1	WP_003181091.1	K02557	2.8e-73	245.5	144.87	100.63
GCF_036210315.1	WP_003181814.1	K03407	1.4000000000000001e-224	745.9	509.2	236.7
GCF_036210315.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_036210315.1	WP_003183411.1	K06390	1.4e-130	433.6	217.4	216.2
GCF_036210315.1	WP_003184312.1	K07636	4.3e-124	413.2	327.73	85.46999999999997
GCF_036210315.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_036210355.1	WP_025810124.1	K00372	3.6999999999999996e-278	923.4	909.57	13.829999999999927
GCF_036210355.1	WP_020452100.1	K01077	6.3e-101	337.1	67.97	269.13
GCF_036210355.1	WP_143261176.1	K01113	5.100000000000001e-168	558.9	94.03	464.87
GCF_036210355.1	WP_020451550.1	K01915	2.3e-108	361.7	37.7	324.0
GCF_036210355.1	WP_043054605.1	K02013	2.3e-94	314.8	226.0	88.80000000000001
GCF_036210355.1	WP_023856248.1	K02016	1.9e-72	242.8	157.77	85.03
GCF_036210355.1	WP_412675191.1	K02036	7.2e-140	464.3	268.53	195.77000000000004
GCF_036210355.1	WP_003183532.1	K02037	1.3e-98	329.6	260.07	69.53000000000003
GCF_036210355.1	WP_023855211.1	K02038	1.2e-94	316.1	255.13	60.97000000000003
GCF_036210355.1	WP_023855212.1	K02040	1.3e-76	256.6	55.67	200.93
GCF_036210355.1	WP_025810704.1	K02406	9e-134	445.4	135.0	310.4
GCF_036210355.1	WP_020452604.1	K02556	4.7999999999999996e-95	317.0	97.97	219.03
GCF_036210355.1	WP_020451148.1	K02557	8.8e-73	243.9	144.87	99.03
GCF_036210355.1	WP_145608119.1	K03407	4.5000000000000004e-223	740.9	509.2	231.7
GCF_036210355.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_036210355.1	WP_023855174.1	K06390	7.9e-131	434.5	217.4	217.1
GCF_036210355.1	WP_020452551.1	K07636	1.1e-123	411.9	327.73	84.16999999999996
GCF_036210355.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_036210355.1	WP_020452888.1	K23188	1.7e-138	460.8	460.43	0.3700000000000045
GCF_036210515.1	WP_265624830.1	K00372	1.3999999999999999e-278	924.9	909.57	15.329999999999927
GCF_036210515.1	WP_265626201.1	K01077	2.3e-114	381.4	67.97	313.42999999999995
GCF_036210515.1	WP_265624959.1	K01113	3.4000000000000005e-167	556.2	94.03	462.1700000000001
GCF_036210515.1	WP_025811550.1	K01915	1.6e-108	362.2	37.7	324.5
GCF_036210515.1	WP_265627902.1	K02013	2.9e-94	314.5	226.0	88.5
GCF_036210515.1	WP_265625694.1	K02016	3e-72	242.1	157.77	84.32999999999998
GCF_036210515.1	WP_265626312.1	K02036	2.6e-140	465.8	268.53	197.27000000000004
GCF_036210515.1	WP_265626311.1	K02037	1e-98	329.9	260.07	69.82999999999998
GCF_036210515.1	WP_152846954.1	K02038	1.1e-94	316.3	255.13	61.170000000000016
GCF_036210515.1	WP_301441057.1	K02040	2.8e-75	252.2	55.67	196.53
GCF_036210515.1	WP_265625518.1	K02406	9.7e-130	432.1	135.0	297.1
GCF_036210515.1	WP_265625930.1	K02556	6.3e-95	316.6	97.97	218.63
GCF_036210515.1	WP_243940001.1	K02557	4.5e-73	244.9	144.87	100.03
GCF_036210515.1	WP_265627058.1	K03407	3.3e-224	744.6	509.2	235.40000000000003
GCF_036210515.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_036210515.1	WP_265626357.1	K06390	8.300000000000001e-130	431.1	217.4	213.7
GCF_036210515.1	WP_265625964.1	K07636	3.3000000000000003e-124	413.6	327.73	85.87
GCF_036210515.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_036210515.1	WP_020452888.1	K23188	1.7e-138	460.8	460.43	0.3700000000000045
GCF_036210525.1	WP_265624830.1	K00372	1.3999999999999999e-278	924.9	909.57	15.329999999999927
GCF_036210525.1	WP_265626201.1	K01077	2.3e-114	381.4	67.97	313.42999999999995
GCF_036210525.1	WP_265624959.1	K01113	3.5e-167	556.2	94.03	462.1700000000001
GCF_036210525.1	WP_025811550.1	K01915	1.6e-108	362.2	37.7	324.5
GCF_036210525.1	WP_265627902.1	K02013	2.9e-94	314.5	226.0	88.5
GCF_036210525.1	WP_265625694.1	K02016	3e-72	242.1	157.77	84.32999999999998
GCF_036210525.1	WP_265626312.1	K02036	2.6e-140	465.8	268.53	197.27000000000004
GCF_036210525.1	WP_265626311.1	K02037	1e-98	329.9	260.07	69.82999999999998
GCF_036210525.1	WP_152846954.1	K02038	1.1e-94	316.3	255.13	61.170000000000016
GCF_036210525.1	WP_301441057.1	K02040	2.8e-75	252.2	55.67	196.53
GCF_036210525.1	WP_265625518.1	K02406	9.8e-130	432.1	135.0	297.1
GCF_036210525.1	WP_265625930.1	K02556	6.3e-95	316.6	97.97	218.63
GCF_036210525.1	WP_243940001.1	K02557	4.5e-73	244.9	144.87	100.03
GCF_036210525.1	WP_265627058.1	K03407	3.3e-224	744.6	509.2	235.40000000000003
GCF_036210525.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_036210525.1	WP_265626357.1	K06390	8.300000000000001e-130	431.1	217.4	213.7
GCF_036210525.1	WP_265625964.1	K07636	3.3000000000000003e-124	413.6	327.73	85.87
GCF_036210525.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_036210525.1	WP_020452888.1	K23188	1.7e-138	460.8	460.43	0.3700000000000045
GCF_037104725.1	WP_336471569.1	K00366	3.1999999999999997e-208	691.7	617.37	74.33000000000004
GCF_037104725.1	WP_336471186.1	K01077	2.1e-118	395.0	67.97	327.03
GCF_037104725.1	WP_090912947.1	K01915	1.4e-108	362.5	37.7	324.8
GCF_037104725.1	WP_336473170.1	K02013	2e-109	364.6	226.0	138.60000000000002
GCF_037104725.1	WP_336473702.1	K02016	5.5e-52	175.5	157.77	17.72999999999999
GCF_037104725.1	WP_336471232.1	K02036	4.1e-144	478.4	268.53	209.87
GCF_037104725.1	WP_090913751.1	K02037	9.1e-101	336.9	260.07	76.82999999999998
GCF_037104725.1	WP_336471231.1	K02038	9.599999999999999e-105	349.6	255.13	94.47000000000004
GCF_037104725.1	WP_336473754.1	K02040	5e-74	248.2	55.67	192.53
GCF_037104725.1	WP_336471493.1	K03413	3.8e-41	139.9	135.0	4.900000000000006
GCF_037104725.1	WP_336474714.1	K03837	2.9e-169	561.4	526.93	34.47000000000003
GCF_037104725.1	WP_090913888.1	K06390	3.2e-131	435.9	217.4	218.5
GCF_037104725.1	WP_336471022.1	K07636	1.9e-126	421.1	327.73	93.37
GCF_037201805.1	WP_338753010.1	K00004	1.7e-146	486.0	376.97	109.02999999999996
GCF_037201805.1	WP_338754499.1	K00366	8.500000000000001e-209	693.1	617.37	75.73000000000002
GCF_037201805.1	WP_338754156.1	K01915	3.6e-106	354.1	37.7	316.40000000000003
GCF_037201805.1	WP_338753283.1	K02013	7.0999999999999995e-96	319.5	226.0	93.5
GCF_037201805.1	WP_413789055.1	K02015	1.9e-109	364.6	343.37	21.230000000000015
GCF_037201805.1	WP_338753279.1	K02016	4.5e-68	228.1	157.77	70.32999999999998
GCF_037201805.1	WP_338750115.1	K02036	4e-141	468.2	268.53	199.67
GCF_037201805.1	WP_338754790.1	K02037	5.4e-101	337.2	260.07	77.13
GCF_037201805.1	WP_413789099.1	K02038	1.3999999999999999e-114	381.6	255.13	126.47000000000004
GCF_037201805.1	WP_338750119.1	K02040	2.2e-85	285.3	55.67	229.63
GCF_037201805.1	WP_338752741.1	K02406	1.1e-133	444.8	135.0	309.8
GCF_037201805.1	WP_338750721.1	K02556	2.9e-95	317.4	97.97	219.43
GCF_037201805.1	WP_338750719.1	K02557	2.0000000000000002e-75	252.3	144.87	107.43
GCF_037201805.1	WP_338754034.1	K03407	1.9e-230	764.9	509.2	255.7
GCF_037201805.1	WP_338751514.1	K03413	3.2e-52	175.8	135.0	40.80000000000001
GCF_037201805.1	WP_338754787.1	K06390	4.7e-127	421.8	217.4	204.4
GCF_037201805.1	WP_338750608.1	K07636	7e-121	402.4	327.73	74.66999999999996
GCF_037201805.1	WP_338751662.1	K07692	5.8e-112	370.8	267.17	103.63
GCF_037889395.1	WP_003155800.1	K00004	2e-140	466.0	376.97	89.02999999999997
GCF_037889395.1	WP_003155322.1	K01077	1.3000000000000001e-110	368.9	67.97	300.92999999999995
GCF_037889395.1	WP_014304274.1	K01113	1.6e-167	557.1	94.03	463.0700000000001
GCF_037889395.1	WP_003154048.1	K01915	1.3000000000000001e-108	362.3	37.7	324.6
GCF_037889395.1	WP_239819489.1	K02013	5.5e-110	366.1	226.0	140.10000000000002
GCF_037889395.1	WP_072588403.1	K02015	8.4e-104	346.1	343.37	2.730000000000018
GCF_037889395.1	WP_025853869.1	K02016	1e-68	230.3	157.77	72.53
GCF_037889395.1	WP_003153040.1	K02036	2.1e-137	456.0	268.53	187.47000000000003
GCF_037889395.1	WP_003153034.1	K02037	9.2e-98	326.6	260.07	66.53000000000003
GCF_037889395.1	WP_003153036.1	K02038	1e-90	303.0	255.13	47.870000000000005
GCF_037889395.1	WP_239819194.1	K02040	5.2e-76	254.4	55.67	198.73
GCF_037889395.1	WP_007407474.1	K02406	6.8e-138	458.8	135.0	323.8
GCF_037889395.1	WP_015387843.1	K02556	6.6e-97	322.9	97.97	224.93
GCF_037889395.1	WP_003154685.1	K02557	1.9e-72	242.6	144.87	97.73
GCF_037889395.1	WP_015388231.1	K03407	1.2e-225	749.2	509.2	240.00000000000009
GCF_037889395.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_037889395.1	WP_239819549.1	K03837	2.2e-170	564.8	526.93	37.870000000000005
GCF_037889395.1	WP_171463563.1	K06390	9.999999999999999e-131	433.9	217.4	216.5
GCF_037889395.1	WP_219194677.1	K07636	4.8e-126	419.5	327.73	91.76999999999998
GCF_037889395.1	WP_003219701.1	K07692	6.999999999999999e-113	373.9	267.17	106.72999999999996
GCF_037889395.1	WP_014306032.1	K19549	3.1000000000000003e-252	834.2	689.47	144.73000000000002
GCF_037889395.1	WP_025649393.1	K19550	4.7999999999999996e-141	466.1	388.33	77.77000000000004
GCF_037889395.1	WP_014306033.1	K19552	5.4e-257	849.9	730.4	119.5
GCF_037889395.1	WP_003151820.1	K23188	3.7e-143	476.0	460.43	15.569999999999991
GCF_040256795.1	WP_350254763.1	K00004	4e-141	468.4	376.97	91.42999999999996
GCF_040256795.1	WP_105991536.1	K00372	1.9999999999999997e-279	927.5	909.57	17.92999999999995
GCF_040256795.1	WP_095714196.1	K01077	2e-116	388.2	67.97	320.23
GCF_040256795.1	WP_248337588.1	K01113	1.5000000000000002e-164	547.3	94.03	453.27
GCF_040256795.1	WP_105954294.1	K01915	2.8e-107	358.0	37.7	320.3
GCF_040256795.1	WP_350254204.1	K02013	6.4e-113	375.8	226.0	149.8
GCF_040256795.1	WP_105991586.1	K02015	3.9e-106	353.9	343.37	10.529999999999973
GCF_040256795.1	WP_105953871.1	K02016	7.299999999999999e-68	227.6	157.77	69.82999999999998
GCF_040256795.1	WP_105990439.1	K02036	1.5e-141	469.8	268.53	201.27000000000004
GCF_040256795.1	WP_105990436.1	K02037	9.9e-100	333.2	260.07	73.13
GCF_040256795.1	WP_105990437.1	K02038	9.8e-94	313.0	255.13	57.870000000000005
GCF_040256795.1	WP_105990435.1	K02040	4.8e-77	257.9	55.67	202.23
GCF_040256795.1	WP_024123018.1	K02406	2.7e-128	427.2	135.0	292.2
GCF_040256795.1	WP_105953384.1	K02556	8.8e-96	319.3	97.97	221.33
GCF_040256795.1	WP_105955530.1	K02557	1.7e-71	239.6	144.87	94.73
GCF_040256795.1	WP_105991188.1	K03407	3.6e-226	751.0	509.2	241.8
GCF_040256795.1	WP_010334256.1	K03413	1.4999999999999998e-47	160.6	135.0	25.599999999999994
GCF_040256795.1	WP_350253317.1	K06390	4.4e-134	445.1	217.4	227.7
GCF_040256795.1	WP_350253088.1	K07636	1.2e-125	418.3	327.73	90.57
GCF_040256795.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_040256795.1	WP_024123243.1	K19549	3.2e-250	827.6	689.47	138.13
GCF_040256795.1	WP_350252413.1	K19550	4.3999999999999996e-142	469.6	388.33	81.27000000000004
GCF_040256795.1	WP_350252411.1	K19552	4.1e-255	843.8	730.4	113.39999999999998
GCF_040256795.1	WP_024122786.1	K23188	1.4e-141	471.0	460.43	10.569999999999991
GCF_041225435.1	WP_369903604.1	K00366	1.4999999999999998e-206	685.9	617.37	68.52999999999997
GCF_041225435.1	WP_369902546.1	K01077	5.9e-118	393.3	67.97	325.33000000000004
GCF_041225435.1	WP_369903082.1	K01915	7.3e-107	356.6	37.7	318.90000000000003
GCF_041225435.1	WP_369901661.1	K02013	1.2e-97	325.5	226.0	99.5
GCF_041225435.1	WP_369902373.1	K02015	6.8e-174	577.5	343.37	234.13
GCF_041225435.1	WP_369902529.1	K02016	6.1e-50	168.6	157.77	10.829999999999984
GCF_041225435.1	WP_369902603.1	K02036	4.3e-144	478.1	268.53	209.57000000000005
GCF_041225435.1	WP_369902602.1	K02037	1.1999999999999999e-105	352.8	260.07	92.73000000000002
GCF_041225435.1	WP_034638849.1	K02038	2.9e-103	344.5	255.13	89.37
GCF_041225435.1	WP_369901024.1	K02040	3.9e-74	248.3	55.67	192.63
GCF_041225435.1	WP_369900227.1	K02406	6.4e-103	343.5	135.0	208.5
GCF_041225435.1	WP_369902390.1	K02556	3.7e-85	284.3	97.97	186.33
GCF_041225435.1	WP_369902391.1	K02557	3.5000000000000004e-73	245.1	144.87	100.23
GCF_041225435.1	WP_369900275.1	K03407	2.3e-208	692.1	509.2	182.90000000000003
GCF_041225435.1	WP_369900277.1	K03413	1.7e-42	144.1	135.0	9.099999999999994
GCF_041225435.1	WP_369902663.1	K06390	4.7e-131	435.1	217.4	217.7
GCF_041225435.1	WP_369902318.1	K07636	1.5e-128	427.8	327.73	100.07
GCF_041225435.1	WP_369902125.1	K07692	4.4e-81	269.7	267.17	2.5299999999999727
GCF_041225435.1	WP_369902373.1	K23186	3.800000000000001e-164	545.6	414.9	130.70000000000005
GCF_041225435.1	WP_369902373.1	K23187	1.6e-157	523.0	357.63	165.37
GCF_041431275.1	WP_050943700.1	K00004	2.7999999999999998e-140	465.5	376.97	88.52999999999997
GCF_041431275.1	WP_253622777.1	K01077	1.9e-105	351.7	67.97	283.73
GCF_041431275.1	WP_003211015.1	K01915	8.199999999999999e-109	362.9	37.7	325.2
GCF_041431275.1	WP_345808678.1	K02013	1.1e-117	391.4	226.0	165.39999999999998
GCF_041431275.1	WP_309215930.1	K02015	4.6e-107	356.8	343.37	13.430000000000009
GCF_041431275.1	WP_050944109.1	K02016	9.199999999999999e-69	230.4	157.77	72.63
GCF_041431275.1	WP_034620853.1	K02036	7.8e-138	457.4	268.53	188.87
GCF_041431275.1	WP_003217329.1	K02037	3.1999999999999997e-96	321.5	260.07	61.43000000000001
GCF_041431275.1	WP_003217489.1	K02038	6.6e-96	320.0	255.13	64.87
GCF_041431275.1	WP_003217324.1	K02040	1.0999999999999999e-75	253.2	55.67	197.53
GCF_041431275.1	WP_212046753.1	K02406	8e-132	438.7	135.0	303.7
GCF_041431275.1	WP_003212085.1	K02556	4.3e-93	310.3	97.97	212.33
GCF_041431275.1	WP_003211671.1	K02557	1.3e-68	229.9	144.87	85.03
GCF_041431275.1	WP_212045863.1	K03407	2.5000000000000004e-224	744.8	509.2	235.6
GCF_041431275.1	WP_003212360.1	K03413	3.7999999999999997e-47	159.2	135.0	24.19999999999999
GCF_041431275.1	WP_137054986.1	K06390	7.2e-133	440.9	217.4	223.5
GCF_041431275.1	WP_284906657.1	K07636	9.8e-125	415.1	327.73	87.37
GCF_041431275.1	WP_008348273.1	K07692	4.8999999999999997e-113	374.3	267.17	107.13
GCF_041431275.1	WP_212045670.1	K19549	1.5e-225	746.3	689.47	56.82999999999993
GCF_041431275.1	WP_276606902.1	K19550	8.8e-132	435.7	388.33	47.370000000000005
GCF_041431275.1	WP_003213584.1	K23188	3.6e-140	466.1	460.43	5.670000000000016
GCF_044905085.1	WP_003155800.1	K00004	2.1e-140	466.0	376.97	89.02999999999997
GCF_044905085.1	WP_201488845.1	K01077	1.3000000000000001e-110	368.9	67.97	300.92999999999995
GCF_044905085.1	WP_014304274.1	K01113	1.6e-167	557.1	94.03	463.0700000000001
GCF_044905085.1	WP_003154048.1	K01915	1.4e-108	362.3	37.7	324.6
GCF_044905085.1	WP_048367181.1	K02013	1.1000000000000001e-110	368.4	226.0	142.39999999999998
GCF_044905085.1	WP_003151785.1	K02015	1e-103	345.9	343.37	2.5299999999999727
GCF_044905085.1	WP_072588402.1	K02016	1.1e-68	230.3	157.77	72.53
GCF_044905085.1	WP_003153040.1	K02036	2.2e-137	456.0	268.53	187.47000000000003
GCF_044905085.1	WP_003153034.1	K02037	9.6e-98	326.6	260.07	66.53000000000003
GCF_044905085.1	WP_003153036.1	K02038	1.1e-90	303.0	255.13	47.870000000000005
GCF_044905085.1	WP_012117998.1	K02040	1.8e-76	256.0	55.67	200.33
GCF_044905085.1	WP_057080256.1	K02406	1.0999999999999999e-139	464.8	135.0	329.8
GCF_044905085.1	WP_156735661.1	K02556	2.5e-96	321.1	97.97	223.13
GCF_044905085.1	WP_003154685.1	K02557	2.0000000000000002e-72	242.6	144.87	97.73
GCF_044905085.1	WP_015388231.1	K03407	1.3e-225	749.2	509.2	240.00000000000009
GCF_044905085.1	WP_003154238.1	K03413	1.2999999999999998e-47	160.8	135.0	25.80000000000001
GCF_044905085.1	WP_201489005.1	K06390	1.5000000000000001e-130	433.4	217.4	216.0
GCF_044905085.1	WP_003152458.1	K07636	5.5000000000000005e-126	419.3	327.73	91.57
GCF_044905085.1	WP_003219701.1	K07692	7.3e-113	373.9	267.17	106.72999999999996
GCF_044905085.1	WP_103695200.1	K19549	2.8e-251	831.1	689.47	141.63
GCF_044905085.1	WP_201489106.1	K19550	2.6e-140	463.7	388.33	75.37
GCF_044905085.1	WP_003151007.1	K19552	4.6e-257	850.2	730.4	119.80000000000008
GCF_044905085.1	WP_003151820.1	K23188	3.9e-143	476.0	460.43	15.569999999999991
GCF_045344285.1	WP_003155800.1	K00004	1.9e-140	466.0	376.97	89.02999999999997
GCF_045344285.1	WP_003155322.1	K01077	1.2e-110	368.9	67.97	300.92999999999995
GCF_045344285.1	WP_173602926.1	K01113	1.7000000000000002e-167	556.9	94.03	462.87
GCF_045344285.1	WP_003154048.1	K01915	1.2e-108	362.3	37.7	324.6
GCF_045344285.1	WP_014304885.1	K02013	7.700000000000001e-111	368.8	226.0	142.8
GCF_045344285.1	WP_024085782.1	K02015	8.200000000000001e-104	346.1	343.37	2.730000000000018
GCF_045344285.1	WP_101235273.1	K02016	1.2e-68	230.0	157.77	72.22999999999999
GCF_045344285.1	WP_014305426.1	K02036	2.1e-137	455.9	268.53	187.37
GCF_045344285.1	WP_014305427.1	K02037	1.5e-97	325.8	260.07	65.73000000000002
GCF_045344285.1	WP_003153036.1	K02038	9.599999999999999e-91	303.0	255.13	47.870000000000005
GCF_045344285.1	WP_012117998.1	K02040	1.6e-76	256.0	55.67	200.33
GCF_045344285.1	WP_014305925.1	K02406	6.2e-138	458.9	135.0	323.9
GCF_045344285.1	WP_003152386.1	K02556	5.4e-97	323.1	97.97	225.13
GCF_045344285.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_045344285.1	WP_015388231.1	K03407	1.2e-225	749.2	509.2	240.00000000000009
GCF_045344285.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_045344285.1	WP_024084930.1	K03837	1.9000000000000002e-170	564.9	526.93	37.97000000000003
GCF_045344285.1	WP_003153125.1	K06390	9.7e-131	433.9	217.4	216.5
GCF_045344285.1	WP_014305565.1	K07636	1.2e-125	418.2	327.73	90.46999999999996
GCF_045344285.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_045344285.1	WP_060387230.1	K19549	4.2e-252	833.7	689.47	144.23000000000002
GCF_045344285.1	WP_024085927.1	K19550	1.2e-140	464.7	388.33	76.37
GCF_045344285.1	WP_406795325.1	K19552	1.2999999999999999e-256	848.6	730.4	118.20000000000005
GCF_045344285.1	WP_003151820.1	K23188	3.6e-143	476.0	460.43	15.569999999999991
GCF_045760535.1	WP_003155800.1	K00004	2e-140	466.0	376.97	89.02999999999997
GCF_045760535.1	WP_353574838.1	K01077	2.5e-111	371.2	67.97	303.23
GCF_045760535.1	WP_353575511.1	K01113	1.3000000000000001e-167	557.4	94.03	463.37
GCF_045760535.1	WP_003154048.1	K01915	1.3000000000000001e-108	362.3	37.7	324.6
GCF_045760535.1	WP_353574904.1	K02013	6.6000000000000005e-111	369.1	226.0	143.10000000000002
GCF_045760535.1	WP_146275481.1	K02015	8e-104	346.1	343.37	2.730000000000018
GCF_045760535.1	WP_266138923.1	K02016	5.4999999999999994e-68	227.9	157.77	70.13
GCF_045760535.1	WP_070082116.1	K02036	4e-137	455.1	268.53	186.57000000000005
GCF_045760535.1	WP_007612605.1	K02037	9.999999999999999e-98	326.5	260.07	66.43
GCF_045760535.1	WP_094247730.1	K02038	9.499999999999999e-91	303.0	255.13	47.870000000000005
GCF_045760535.1	WP_003153032.1	K02040	2.9e-76	255.3	55.67	199.63
GCF_045760535.1	WP_015387631.1	K02406	8.299999999999999e-139	461.8	135.0	326.8
GCF_045760535.1	WP_156735661.1	K02556	2.3999999999999998e-96	321.1	97.97	223.13
GCF_045760535.1	WP_069473375.1	K02557	5.6e-73	244.4	144.87	99.53
GCF_045760535.1	WP_017417784.1	K03407	1.1e-225	749.3	509.2	240.1
GCF_045760535.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_045760535.1	WP_015388013.1	K06390	1.6000000000000002e-130	433.3	217.4	215.9
GCF_045760535.1	WP_003152458.1	K07636	5.3e-126	419.3	327.73	91.57
GCF_045760535.1	WP_003219701.1	K07692	6.999999999999999e-113	373.9	267.17	106.72999999999996
GCF_045760535.1	WP_353575332.1	K19549	6.4999999999999994e-251	829.8	689.47	140.32999999999993
GCF_045760535.1	WP_017418688.1	K19550	4.6e-141	466.1	388.33	77.77000000000004
GCF_045760535.1	WP_071392434.1	K19552	3.0999999999999997e-257	850.7	730.4	120.30000000000008
GCF_045760535.1	WP_003151820.1	K23188	3.7e-143	476.0	460.43	15.569999999999991
GCF_049354995.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_049354995.1	WP_003155322.1	K01077	1.2e-110	368.9	67.97	300.92999999999995
GCF_049354995.1	WP_043866804.1	K01113	6.000000000000001e-168	558.4	94.03	464.37
GCF_049354995.1	WP_003154048.1	K01915	1.2e-108	362.3	37.7	324.6
GCF_049354995.1	WP_014304885.1	K02013	7.700000000000001e-111	368.8	226.0	142.8
