Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_035811035.1	Bacillus mojavensis	Scaffold	current	4170225	51	SAMN33940501	soil	China		non_saline_candidate	
GCF_035811055.1	Bacillus mojavensis	Scaffold	current	3866117	45	SAMN33940502	soil	China		non_saline_candidate	
GCF_035811075.1	Bacillus mojavensis	Scaffold	current	3980785	54	SAMN33940500	soil	China		non_saline_candidate	
GCF_035811115.1	Bacillus mojavensis	Scaffold	current	3910539	29	SAMN33940498	soil	USA		non_saline_candidate	
GCF_036009945.1	Bacillus mycoides	Scaffold	current	5826804	82	SAMN33940617	soil	Argentina		non_saline_candidate	
GCF_036009965.1	Bacillus mycoides	Scaffold	current	5705610	143	SAMN33940616	soil	Argentina		non_saline_candidate	
GCF_036009985.1	Bacillus mojavensis	Scaffold	current	3924832	27	SAMN33940615	soil	Argentina		non_saline_candidate	
GCF_036209665.1	Bacillus nitratireducens	Scaffold	current	5706001	86	SAMN32927393	soil	Trinidad and Tobago: Trinidad, Talparo		non_saline_candidate	
GCF_036209745.1	Bacillus mycoides	Scaffold	current	6022191	98	SAMN32927389	soil	France: Pyrenees Mountains		non_saline_candidate	
GCF_036209765.1	Bacillus mycoides	Scaffold	current	5831513	85	SAMN32927391	soil	France: Pyrenees Mountains		non_saline_candidate	
GCF_036209775.1	Bacillus mycoides	Scaffold	current	5829485	116	SAMN32927390	soil	France: Pyrenees Mountains		non_saline_candidate	
GCF_036209805.1	Bacillus mycoides	Scaffold	current	6137250	109	SAMN32927388	soil	France: Pyrenees Mountains		non_saline_candidate	
GCF_036209845.1	Bacillus mycoides	Scaffold	current	5877048	89	SAMN32927386	soil	France: Pyrenees Mountains		non_saline_candidate	
GCF_036210105.1	Bacillus mojavensis	Scaffold	current	3856980	56	SAMN32927373	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210565.1	Bacillus nakamurai	Scaffold	current	3875892	50	SAMN32927348	soil	Argentina: Tierra del Fuego Nat. Park		non_saline_candidate	
GCF_036211105.1	Bacillus mycoides	Scaffold	current	5987934	87	SAMN32927320	soil	Russia		non_saline_candidate	
GCF_036211445.1	Bacillus mycoides	Scaffold	current	5855952	179	SAMN32927301	soil	not collected		non_saline_candidate	
GCF_036211485.1	Bacillus mycoides	Scaffold	current	5584016	110	SAMN32927299	soil	not collected		non_saline_candidate	
GCF_036222645.1	Bacillus mycoides	Scaffold	current	5063859	66	SAMN33941045	soil	not collected		non_saline_candidate	
GCF_036222705.1	Bacillus nitratireducens	Scaffold	current	5979646	109	SAMN33941043	soil	not collected		non_saline_candidate	
GCF_036320425.1	Bacillus nitratireducens	Scaffold	current	5933421	89	SAMN36511385	Sugarcane bagasse	Colombia: Togui panela production plant, Boyaca		non_saline_candidate	
GCF_038024175.1	Bacillus mycoides	Complete Genome	current	6050948	3	SAMN40200129	soil	China: Beijing		non_saline_candidate	
GCF_040567675.1	Bacillus mycoides	Scaffold	current	5773031	96	SAMN42021048	soil	Russia: Lake Baikal		non_saline_candidate	
GCF_045348155.1	Bacillus pacificus	Complete Genome	current	5284054	1	SAMN40657618	rhizosphere sediments of seagrass Zostera marina	China		non_saline_candidate	
GCF_047444815.1	Bacillus nitratireducens	Scaffold	current	5671654	148	SAMN41494691	rhizospheric soil	Brazil: Pontal do Parana, Parana		non_saline_candidate	
GCF_050209365.1	Bacillus mycoides	Complete Genome	current	5968817	6	SAMN48134738	Strawberry rhizosphere	Canada: Bouctouche, province of New-Brunswick	Fragaria x ananassa	non_saline_candidate	
GCF_050210445.1	Bacillus mycoides	Complete Genome	current	5911531	3	SAMN48134734	Strawberry rhizosphere	Canada: Bouctouche, province of New-Brunswick	Fragaria x ananassa	non_saline_candidate	
GCF_050456685.1	Bacillus mycoides	Scaffold	current	6108629	131	SAMN41009441	soil	France: Inst Pasteur, Paris		non_saline_candidate	
GCF_050457805.1	Bacillus pacificus	Scaffold	current	5044232	46	SAMN41009385	soil	India: Orissa Jungle		non_saline_candidate	
GCF_050457825.1	Bacillus pacificus	Scaffold	current	5381178	44	SAMN41009384	soil	India: Orissa Jungle		non_saline_candidate	
GCF_050458005.1	Bacillus pacificus	Scaffold	current	5042661	50	SAMN41009375	soil	Canada: Northern Canada		non_saline_candidate	
GCF_050459995.1	Bacillus mycoides	Scaffold	current	5750705	194	SAMN41009292	soil	France		non_saline_candidate	
GCF_051904815.1	Bacillus mycoides	Chromosome	current	6122548	11	SAMN49859722	Phosphoric acid, potassium 40 years long-lasting soil	South Korea		non_saline_candidate	
GCF_052947515.1	Bacillus mycoides	Complete Genome	current	5745487	3	SAMN51752795	Sandy soil	Denmark		non_saline_candidate	
GCF_052947795.1	Bacillus mycoides	Complete Genome	current	5782341	4	SAMN51752796	Sandy soil	Denmark		non_saline_candidate	
GCF_002068155.1	Bacillus paralicheniformis	Complete Genome	current	4352468	1	SAMN06605939	rhizosphere	China: Shandong	peony	non_saline_candidate	
GCF_002849425.1	Bacillus paralicheniformis	Scaffold	current	4566040	60	SAMN06211261	Rice Root	India: IARI PUSA, New Delhi	Oryza sativa	non_saline_candidate	
GCF_003171815.2	Bacillus paralicheniformis	Complete Genome	current	4317835	1	SAMN09203095	rhizosphere	India		non_saline_candidate	
GCF_005848985.1	Bacillus paranthracis	Complete Genome	current	5319903	1	SAMN11534844	Tobacco rhizosphere soil	China:Hunan Province		non_saline_candidate	
GCF_012972725.1	Bacillus paranthracis	Scaffold	current	5646718	166	SAMN14613777	rhyzosphere soil	Brazil: Pocon Pantanal		non_saline_candidate	
GCF_015845495.1	Bacillus paranthracis	Scaffold	current	5389352	52	SAMN03654316	soil	United Kingdom: Scotland		non_saline_candidate	
GCF_020042645.1	Bacillus paralicheniformis	Chromosome	current	4397844	1	SAMN13510061	soil	Pakistan: Karak		non_saline_candidate	
GCF_023824115.1	Bacillus paranthracis	Complete Genome	current	5562708	2	SAMN22304414	soil	China		non_saline_candidate	
GCF_024296885.1	Bacillus paranthracis	Complete Genome	current	5537675	2	SAMN29494290	soil	China:Wuhan,HUbei		non_saline_candidate	
GCF_025161175.1	Bacillus paralicheniformis	Chromosome	current	5174262	2	SAMN30648323	soil	Nigeria: Abeokuta		non_saline_candidate	
GCF_026221135.1	Bacillus paramycoides	Scaffold	current	5493110	30	SAMN31232808	rhizospheric soil from adult guarana trees	Brazil: Maues, AM	Paullinia cupana	non_saline_candidate	
GCF_029000405.1	Bacillus paralicheniformis	Complete Genome	current	4338611	1	SAMN33388128	purple soil of Beibei District	China: Chongqing	missing	non_saline_candidate	
GCF_029590455.1	Bacillus paralicheniformis	Complete Genome	current	4288118	1	SAMN33788273	soil	China:Shandong		non_saline_candidate	
GCF_035808135.1	Bacillus paralicheniformis	Scaffold	current	4489393	83	SAMN33940659	soil	Antarctica		non_saline_candidate	
GCF_035808155.1	Bacillus paralicheniformis	Scaffold	current	4381490	69	SAMN33940660	soil	Antarctica		non_saline_candidate	
GCF_035808175.1	Bacillus paralicheniformis	Scaffold	current	4378969	78	SAMN33940658	soil	Antarctica		non_saline_candidate	
GCF_035808195.1	Bacillus paralicheniformis	Scaffold	current	4388266	118	SAMN33940657	soil	Antarctica		non_saline_candidate	
GCF_035808215.1	Bacillus paralicheniformis	Scaffold	current	4380066	75	SAMN33940656	soil	Antarctica		non_saline_candidate	
GCF_035808235.1	Bacillus paralicheniformis	Scaffold	current	4375184	58	SAMN33940655	soil	Antarctica		non_saline_candidate	
GCF_035808255.1	Bacillus paralicheniformis	Scaffold	current	4377114	87	SAMN33940654	soil	Antarctica		non_saline_candidate	
GCF_035808275.1	Bacillus paralicheniformis	Scaffold	current	4378905	77	SAMN33940653	soil	Antarctica		non_saline_candidate	
GCF_035808295.1	Bacillus paralicheniformis	Scaffold	current	4381118	72	SAMN33940652	soil	USA		non_saline_candidate	
GCF_035808315.1	Bacillus paralicheniformis	Scaffold	current	4369410	62	SAMN33940650	soil	Antarctica		non_saline_candidate	
GCF_035808335.1	Bacillus paralicheniformis	Scaffold	current	4385801	77	SAMN33940651	soil	Antarctica		non_saline_candidate	
GCF_035808355.1	Bacillus paralicheniformis	Scaffold	current	4374010	62	SAMN33940649	soil	Antarctica		non_saline_candidate	
GCF_035808375.1	Bacillus paralicheniformis	Scaffold	current	4365904	143	SAMN33940648	soil	Antarctica		non_saline_candidate	
GCF_035808395.1	Bacillus paralicheniformis	Scaffold	current	4385913	68	SAMN33940647	soil	Antarctica		non_saline_candidate	
GCF_035808415.1	Bacillus paralicheniformis	Scaffold	current	4463259	81	SAMN33940646	soil	Antarctica		non_saline_candidate	
GCF_035808435.1	Bacillus paralicheniformis	Scaffold	current	4458037	92	SAMN33940645	soil	Antarctica		non_saline_candidate	
GCF_035808455.1	Bacillus paralicheniformis	Scaffold	current	4478682	78	SAMN33940644	soil	Antarctica		non_saline_candidate	
GCF_035808475.1	Bacillus paralicheniformis	Scaffold	current	4463014	79	SAMN33940643	soil	Antarctica		non_saline_candidate	
GCF_035808515.1	Bacillus paralicheniformis	Scaffold	current	4460604	92	SAMN33940641	soil	Antarctica		non_saline_candidate	
GCF_035808535.1	Bacillus paralicheniformis	Scaffold	current	4461711	101	SAMN33940639	soil	Antarctica		non_saline_candidate	
GCF_035808555.1	Bacillus paralicheniformis	Scaffold	current	4469210	70	SAMN33940638	soil	Antarctica		non_saline_candidate	
GCF_035808575.1	Bacillus paralicheniformis	Scaffold	current	4453123	121	SAMN33940637	soil	Antarctica		non_saline_candidate	
GCF_035808595.1	Bacillus paralicheniformis	Scaffold	current	4457105	87	SAMN33940640	soil	Antarctica		non_saline_candidate	
GCF_035808635.1	Bacillus paralicheniformis	Scaffold	current	4466499	100	SAMN33940633	soil	Antarctica		non_saline_candidate	
GCF_035808655.1	Bacillus paralicheniformis	Scaffold	current	4467782	101	SAMN33940632	soil	Antarctica		non_saline_candidate	
GCF_035808665.1	Bacillus paralicheniformis	Scaffold	current	4464816	103	SAMN33940635	soil	Antarctica		non_saline_candidate	
GCF_035808695.1	Bacillus paralicheniformis	Scaffold	current	4381392	64	SAMN33940634	soil	Antarctica		non_saline_candidate	
GCF_035808715.1	Bacillus paralicheniformis	Scaffold	current	4467280	96	SAMN33940631	soil	Antarctica		non_saline_candidate	
GCF_035808735.1	Bacillus paralicheniformis	Scaffold	current	4395234	76	SAMN33940628	soil	Antarctica		non_saline_candidate	
GCF_035808775.1	Bacillus paralicheniformis	Scaffold	current	4467671	81	SAMN33940630	soil	USA		non_saline_candidate	
GCF_035808795.1	Bacillus paralicheniformis	Scaffold	current	4469870	79	SAMN33940629	soil	Antarctica		non_saline_candidate	
GCF_035808815.1	Bacillus paralicheniformis	Scaffold	current	4480167	128	SAMN33940626	soil	Antarctica		non_saline_candidate	
GCF_035808835.1	Bacillus paralicheniformis	Scaffold	current	4476260	97	SAMN33940625	soil	Antarctica		non_saline_candidate	
GCF_035808855.1	Bacillus paralicheniformis	Scaffold	current	4478084	93	SAMN33940624	soil	Antarctica		non_saline_candidate	
GCF_035808875.1	Bacillus paralicheniformis	Scaffold	current	4480085	84	SAMN33940623	soil	Antarctica		non_saline_candidate	
GCF_035808895.1	Bacillus paralicheniformis	Scaffold	current	4488451	73	SAMN33940622	soil	Antarctica		non_saline_candidate	
GCF_035808915.1	Bacillus paralicheniformis	Scaffold	current	4435126	161	SAMN33940621	soil	Antarctica		non_saline_candidate	
GCF_035808935.1	Bacillus paralicheniformis	Scaffold	current	4459107	92	SAMN33940620	soil	Antarctica		non_saline_candidate	
GCF_035810615.1	Bacillus paranthracis	Scaffold	current	5310408	28	SAMN33940523	soil	not collected		non_saline_candidate	
GCF_036009925.1	Bacillus paralicheniformis	Scaffold	current	4412750	72	SAMN33940619	soil	Antarctica		non_saline_candidate	
GCF_036209465.1	Bacillus paramycoides	Scaffold	current	5363943	81	SAMN32927401	soil	Cote d'Ivoire		non_saline_candidate	
GCF_036209475.1	Bacillus paramycoides	Scaffold	current	5294777	53	SAMN32927402	soil	Cote d'Ivoire		non_saline_candidate	
GCF_036209515.1	Bacillus paramycoides	Scaffold	current	5182738	31	SAMN32927400	soil	Cote d'Ivoire		non_saline_candidate	
GCF_036209585.1	Bacillus paramycoides	Scaffold	current	5199139	85	SAMN32927398	soil	Cote d'Ivoire		non_saline_candidate	
GCF_036209705.1	Bacillus paramycoides	Scaffold	current	5364188	63	SAMN32927392	soil	Trinidad and Tobago: Trinidad, Talparo		non_saline_candidate	
GCF_036209905.1	Bacillus paramycoides	Scaffold	current	5483749	83	SAMN32927384	soil	Cote d'Ivoire		non_saline_candidate	
GCF_036210205.1	Bacillus paralicheniformis	Scaffold	current	4302128	39	SAMN32927365	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210285.1	Bacillus paralicheniformis	Scaffold	current	4313836	40	SAMN32927364	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210305.1	Bacillus paralicheniformis	Scaffold	current	4327416	28	SAMN32927360	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210345.1	Bacillus paralicheniformis	Scaffold	current	4376078	37	SAMN32927363	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210355.1	Bacillus paralicheniformis	Scaffold	current	4399718	39	SAMN32927359	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210385.1	Bacillus paralicheniformis	Scaffold	current	4337664	36	SAMN32927358	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210405.1	Bacillus paralicheniformis	Scaffold	current	4389508	42	SAMN32927357	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210425.1	Bacillus paralicheniformis	Scaffold	current	4319783	34	SAMN32927355	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210465.1	Bacillus paralicheniformis	Scaffold	current	4288210	32	SAMN32927354	soil	Israel: Evolution Canyon		non_saline_candidate	
GCF_036210505.1	Bacillus paralicheniformis	Scaffold	current	4486060	86	SAMN32927351	soil	Antarctica: Brown Bluff Island		non_saline_candidate	
GCF_036210515.1	Bacillus paralicheniformis	Scaffold	current	4392422	89	SAMN32927350	soil	Antarctica: Brown Bluff Island		non_saline_candidate	
GCF_036210525.1	Bacillus paralicheniformis	Scaffold	current	4422866	93	SAMN32927349	soil	Antarctica: Paulet Island		non_saline_candidate	
GCF_036212125.1	Bacillus paramycoides	Scaffold	current	5560887	83	SAMN32927265	soil	Iraq		non_saline_candidate	
GCF_038096195.1	Bacillus paramobilis	Complete Genome	current	5286002	1	SAMN40747984	soil	South Korea: Danwol-myeon, Yangpyeong-gun, Gyeonggi-do		non_saline_candidate	
GCF_038971285.1	Bacillus paramycoides	Complete Genome	current	5828503	6	SAMN41050194	soil	China: Shangdong		non_saline_candidate	
GCF_040965915.1	Bacillus paralicheniformis	Scaffold	current	4468621	20	SAMN42801616	roots	Russia: Rostov region	Oryza sativa L.	non_saline_candidate	
GCF_044498105.1	Bacillus paralicheniformis	Chromosome	current	4376831	103	SAMN44485018	Olive rhizosphere	Morocco		non_saline_candidate	
GCF_050459945.1	Bacillus paramycoides	Scaffold	current	5627347	91	SAMN41009296	soil	Cote d'Ivoire		non_saline_candidate	
GCF_050459985.1	Bacillus paramycoides	Scaffold	current	5774287	91	SAMN41009294	soil	Cote d'Ivoire		non_saline_candidate	
GCF_051225695.1	Bacillus paralicheniformis	Scaffold	current	4291478	102	SAMN49650144	soil	Algeria		non_saline_candidate	
GCF_051941075.1	Bacillus paralicheniformis	Complete Genome	current	4410549	1	SAMN50433766	soil and rock	Viet Nam: Quang Ninh		non_saline_candidate	
GCF_052828465.1	Bacillus paramycoides	Scaffold	current	5619544	81	SAMN50763194	rhizosphere soil of cacao (Theobroma cacao) in association with acai (Euterpe oleracea)	Brazil: Para		non_saline_candidate	
GCF_055702925.1	Bacillus paramycoides	Scaffold	current	5932641	142	SAMN55951488	soil	Brazil		non_saline_candidate	
GCF_055703005.1	Bacillus paramycoides	Scaffold	current	5938700	129	SAMN55951489	soil	Brazil		non_saline_candidate	
GCF_001578205.1	Bacillus pumilus	Complete Genome	current	3878815	2	SAMN03372270	sugar beet rhizosphere	Netherlands: Wageningen		non_saline_candidate	
GCF_002998335.1	Bacillus pumilus	Scaffold	current	3766320	22	SAMN08634680	Turnip soil	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998365.1	Bacillus pumilus	Scaffold	current	3697756	23	SAMN08634668	beet roots	China: Tibet, Nyingchi		non_saline_candidate	
GCF_002998415.1	Bacillus pumilus	Scaffold	current	3770927	16	SAMN08634856	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_002998475.1	Bacillus pumilus	Scaffold	current	3798185	23	SAMN08634709	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_003034105.1	Bacillus pumilus	Scaffold	current	3684250	31	SAMN06285022	Citrus rhizosphere	USA: Florida, Fort Pierce		non_saline_candidate	
GCF_004006455.1	Bacillus pumilus	Complete Genome	current	3640542	1	SAMN09215342		China	soil	non_saline_candidate	
GCF_009937765.1	Bacillus pumilus	Chromosome	current	3774709	1	SAMN13526181	soil	Pakistan: Karak		non_saline_candidate	
GCF_022811845.1	Bacillus pseudomycoides	Complete Genome	current	5689465	4	SAMN16579483	Zoo wolf area soil	China:zhengzhou		non_saline_candidate	
GCF_036210905.1	Bacillus paranthracis	Scaffold	current	5583975	87	SAMN32927330	soil	USA		non_saline_candidate	
GCF_036210925.1	Bacillus paranthracis	Scaffold	current	5559702	77	SAMN32927328	soil	USA		non_saline_candidate	
GCF_036210935.1	Bacillus paranthracis	Scaffold	current	5546157	90	SAMN32927327	soil	USA		non_saline_candidate	
GCF_036210945.1	Bacillus paranthracis	Scaffold	current	5552634	78	SAMN32927329	soil	USA		non_saline_candidate	
GCF_036210985.1	Bacillus paranthracis	Scaffold	current	5563059	81	SAMN32927326	soil	USA		non_saline_candidate	
GCF_036211005.1	Bacillus paranthracis	Scaffold	current	5581382	73	SAMN32927323	soil	USA		non_saline_candidate	
GCF_036211025.1	Bacillus paranthracis	Scaffold	current	5575156	67	SAMN32927321	soil	USA		non_saline_candidate	
GCF_036211035.1	Bacillus paranthracis	Scaffold	current	5569717	82	SAMN32927325	soil	USA		non_saline_candidate	
GCF_036211045.1	Bacillus paranthracis	Scaffold	current	5593817	83	SAMN32927322	soil	USA		non_saline_candidate	
GCF_036211055.1	Bacillus paranthracis	Scaffold	current	5565727	93	SAMN32927324	soil	USA		non_saline_candidate	
GCF_036211125.1	Bacillus paranthracis	Scaffold	current	5541644	99	SAMN32927315	soil	USA		non_saline_candidate	
GCF_036211145.1	Bacillus paranthracis	Scaffold	current	5531942	78	SAMN32927318	soil	USA		non_saline_candidate	
GCF_036211155.1	Bacillus paranthracis	Scaffold	current	5506836	96	SAMN32927317	soil	USA		non_saline_candidate	
