Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_027715765.1	Bacillus cereus group sp. Bc065	Contig	current	5349448	34	SAMN32411451	environmental	China: Shenzhen		uncertain	
GCF_027715805.1	Bacillus cereus group sp. Bc062	Contig	current	5129105	59	SAMN32411449	environmental	China: Shenzhen		uncertain	
GCF_027715825.1	Bacillus cereus group sp. Bc061	Contig	current	5417418	38	SAMN32411448	environmental	China: Shenzhen		uncertain	
GCF_027716165.1	Bacillus cereus group sp. Bc032	Contig	current	5581965	249	SAMN32411437	environmental	China: Shenzhen		uncertain	
GCF_027716205.1	Bacillus cereus group sp. Bc030	Contig	current	5565427	240	SAMN32411435	environmental	China: Shenzhen		uncertain	
GCF_027716265.1	Bacillus cereus group sp. Bc031	Contig	current	5563514	230	SAMN32411436	environmental	China: Shenzhen		uncertain	
GCF_027716325.1	Bacillus cereus group sp. Bc029	Contig	current	5610604	236	SAMN32411434	environmental	China: Shenzhen		uncertain	
GCF_027716405.1	Bacillus cereus group sp. Bc025	Contig	current	5743548	96	SAMN32411431	environmental	China: Shenzhen		uncertain	
GCF_027716625.1	Bacillus cereus group sp. Bc011	Contig	current	5619553	248	SAMN32411424	environmental	China: Shenzhen		uncertain	
GCF_027716665.1	Bacillus cereus group sp. Bc015	Contig	current	5328366	79	SAMN32411426	environmental	China: Shenzhen		uncertain	
GCF_027716745.1	Bacillus cereus group sp. Bc010	Contig	current	5527313	144	SAMN32411423	environmental	China: Shenzhen		uncertain	
GCF_027716845.1	Bacillus cereus group sp. Bc009	Contig	current	5564307	232	SAMN32411422	environmental	China: Shenzhen		uncertain	
GCF_027716865.1	Bacillus cereus group sp. Bc007	Contig	current	5681918	110	SAMN32411420	environmental	China: Shenzhen		uncertain	
GCF_027716925.1	Bacillus cereus group sp. Bc008	Contig	current	5691652	124	SAMN32411421	environmental	China: Shenzhen		uncertain	
GCF_027716945.1	Bacillus cereus group sp. Bc005	Contig	current	5686022	111	SAMN32411419	environmental	China: Shenzhen		uncertain	
GCF_027717045.1	Bacillus cereus group sp. Bc002	Contig	current	5399845	80	SAMN32411417	environmental	China: Shenzhen		uncertain	
GCF_031316845.1	Bacillus cereus ATCC 10876	Scaffold	current	5994631	241	SAMN12236510	Missing	Missing		uncertain	
GCF_045287585.1	Bacillus cereus ATCC 14579	Complete Genome	current	5444563	2	SAMN38051912	soil	unknown		non_saline_candidate	
GCF_046524075.1	Bacillus cereus ATCC 14579	Contig	current	5450604	3	SAMN44839476	missing	USA: West Virginia	missing	uncertain	
GCF_051776945.1	Bacillus cereus group sp. BceL221	Contig	current	5735492	112	SAMN48908650	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051776965.1	Bacillus cereus group sp. BceL220	Contig	current	6025109	73	SAMN48908649	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051776985.1	Bacillus cereus group sp. BceL219	Contig	current	5456446	84	SAMN48908648	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777005.1	Bacillus cereus group sp. BceL218	Contig	current	5455702	67	SAMN48908647	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777025.1	Bacillus cereus group sp. BceL217	Contig	current	5455715	69	SAMN48908646	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777045.1	Bacillus cereus group sp. BceL216	Contig	current	5456232	66	SAMN48908645	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777065.1	Bacillus cereus group sp. BceL214	Contig	current	5456075	73	SAMN48908643	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777075.1	Bacillus cereus group sp. BceL215	Contig	current	5434098	69	SAMN48908644	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777105.1	Bacillus cereus group sp. BceL213	Contig	current	5456348	65	SAMN48908642	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777125.1	Bacillus cereus group sp. BceL212	Contig	current	5880378	78	SAMN48908641	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777145.1	Bacillus cereus group sp. BceL210	Contig	current	5502297	66	SAMN48908640	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777165.1	Bacillus cereus group sp. BceL209	Contig	current	5455941	75	SAMN48908639	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777185.1	Bacillus cereus group sp. BceL208	Contig	current	5503062	67	SAMN48908638	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777205.1	Bacillus cereus group sp. BceL207	Contig	current	5455098	63	SAMN48908637	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777225.1	Bacillus cereus group sp. BceL206	Contig	current	5456353	70	SAMN48908636	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777245.1	Bacillus cereus group sp. BceL204	Contig	current	5456350	72	SAMN48908634	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777255.1	Bacillus cereus group sp. BceL205	Contig	current	5503929	68	SAMN48908635	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777285.1	Bacillus cereus group sp. BceL203	Contig	current	5500461	109	SAMN48908633	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777305.1	Bacillus cereus group sp. BceL202	Contig	current	5503958	75	SAMN48908632	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777325.1	Bacillus cereus group sp. BceL201	Contig	current	5503022	63	SAMN48908631	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777345.1	Bacillus cereus group sp. BceL200	Contig	current	5502908	70	SAMN48908630	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777365.1	Bacillus cereus group sp. BceL199	Contig	current	5457015	73	SAMN48908629	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777385.1	Bacillus cereus group sp. BceL198	Contig	current	5503045	69	SAMN48908628	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777405.1	Bacillus cereus group sp. BceL197	Contig	current	5501477	103	SAMN48908627	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777425.1	Bacillus cereus group sp. BceL196	Contig	current	5452633	95	SAMN48908626	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777445.1	Bacillus cereus group sp. BceL195	Contig	current	5503164	69	SAMN48908625	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777465.1	Bacillus cereus group sp. BceL194	Contig	current	5456109	68	SAMN48908624	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777505.1	Bacillus cereus group sp. BceL193	Contig	current	5504669	89	SAMN48908623	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777525.1	Bacillus cereus group sp. BceL191	Contig	current	5503452	61	SAMN48908621	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777545.1	Bacillus cereus group sp. BceL192	Contig	current	5455764	63	SAMN48908622	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777565.1	Bacillus cereus group sp. BceL190	Contig	current	5456185	75	SAMN48908620	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777585.1	Bacillus cereus group sp. BceL188	Contig	current	5502957	70	SAMN48908618	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777605.1	Bacillus cereus group sp. BceL189	Contig	current	5499453	82	SAMN48908619	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777625.1	Bacillus cereus group sp. BceL187	Contig	current	5502201	64	SAMN48908617	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777645.1	Bacillus cereus group sp. BceL186	Contig	current	5455601	68	SAMN48908616	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777665.1	Bacillus cereus group sp. BceL185	Contig	current	5512212	70	SAMN48908615	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777685.1	Bacillus cereus group sp. BceL184	Contig	current	5450683	375	SAMN48908614	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777705.1	Bacillus cereus group sp. BceL181	Contig	current	5355373	68	SAMN48908611	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777725.1	Bacillus cereus group sp. BceL183	Contig	current	5517884	96	SAMN48908613	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777745.1	Bacillus cereus group sp. BceL182	Contig	current	5431816	223	SAMN48908612	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777765.1	Bacillus cereus group sp. BceL180	Contig	current	5333888	389	SAMN48908610	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777785.1	Bacillus cereus group sp. BceL179	Contig	current	5492571	86	SAMN48908609	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777805.1	Bacillus cereus group sp. BceL177	Contig	current	5437642	214	SAMN48908607	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777825.1	Bacillus cereus group sp. BceL174	Contig	current	5427384	280	SAMN48908604	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777845.1	Bacillus cereus group sp. BceL176	Contig	current	5500561	91	SAMN48908606	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777865.1	Bacillus cereus group sp. BceL173	Contig	current	5455129	61	SAMN48908603	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777885.1	Bacillus cereus group sp. BceL171	Contig	current	5498835	70	SAMN48908601	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777905.1	Bacillus cereus group sp. BceL172	Contig	current	5502575	67	SAMN48908602	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777925.1	Bacillus cereus group sp. BceL170	Contig	current	5502868	66	SAMN48908600	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777945.1	Bacillus cereus group sp. BceL169	Contig	current	5455575	70	SAMN48908599	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777965.1	Bacillus cereus group sp. BceL168	Contig	current	5459318	106	SAMN48908598	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051777985.1	Bacillus cereus group sp. BceL167	Contig	current	5502246	64	SAMN48908597	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778005.1	Bacillus cereus group sp. BceL166	Contig	current	5457269	73	SAMN48908596	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778025.1	Bacillus cereus group sp. BceL165	Contig	current	5457858	87	SAMN48908595	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778045.1	Bacillus cereus group sp. BceL164	Contig	current	5456655	72	SAMN48908594	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778065.1	Bacillus cereus group sp. BceL163	Contig	current	5459638	93	SAMN48908593	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778085.1	Bacillus cereus group sp. BceL162	Contig	current	5455811	69	SAMN48908592	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778105.1	Bacillus cereus group sp. BceL161	Contig	current	5404974	56	SAMN48908591	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778125.1	Bacillus cereus group sp. BceL159	Contig	current	5498528	67	SAMN48908589	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778145.1	Bacillus cereus group sp. BceL158	Contig	current	5504396	70	SAMN48908588	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778165.1	Bacillus cereus group sp. BceL160	Contig	current	5456654	70	SAMN48908590	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778185.1	Bacillus cereus group sp. BceL155	Contig	current	5452938	86	SAMN48908585	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778205.1	Bacillus cereus group sp. BceL156	Contig	current	5456352	69	SAMN48908586	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778225.1	Bacillus cereus group sp. BceL157	Contig	current	5455202	64	SAMN48908587	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778245.1	Bacillus cereus group sp. BceL153	Contig	current	5457534	89	SAMN48908583	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778265.1	Bacillus cereus group sp. BceL152	Contig	current	5503932	70	SAMN48908582	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778285.1	Bacillus cereus group sp. BceL154	Contig	current	5505219	72	SAMN48908584	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778305.1	Bacillus cereus group sp. BceL150	Contig	current	5205830	53	SAMN48908580	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778325.1	Bacillus cereus group sp. BceL151	Contig	current	5455859	69	SAMN48908581	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778345.1	Bacillus cereus group sp. BceL149	Contig	current	5196220	59	SAMN48908579	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778365.1	Bacillus cereus group sp. BceL148	Contig	current	5358503	69	SAMN48908578	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778385.1	Bacillus cereus group sp. BceL147	Contig	current	5206318	57	SAMN48908577	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778405.1	Bacillus cereus group sp. BceL146	Contig	current	5503653	73	SAMN48908576	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778425.1	Bacillus cereus group sp. BceL145	Contig	current	5506160	83	SAMN48908575	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778445.1	Bacillus cereus group sp. BceL144	Contig	current	5205680	53	SAMN48908574	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778465.1	Bacillus cereus group sp. BceL143	Contig	current	5206030	52	SAMN48908573	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778485.1	Bacillus cereus group sp. BceL141	Contig	current	5207183	56	SAMN48908571	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778505.1	Bacillus cereus group sp. BceL142	Contig	current	5205690	50	SAMN48908572	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778525.1	Bacillus cereus group sp. BceL139	Contig	current	5503994	74	SAMN48908569	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778545.1	Bacillus cereus group sp. BceL136	Contig	current	5207059	66	SAMN48908566	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778565.1	Bacillus cereus group sp. BceL137	Contig	current	5505353	74	SAMN48908567	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778585.1	Bacillus cereus group sp. BceL138	Contig	current	5206458	57	SAMN48908568	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778605.1	Bacillus cereus group sp. BceL135	Contig	current	5456335	70	SAMN48908565	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778625.1	Bacillus cereus group sp. BceL134	Contig	current	5504311	69	SAMN48908564	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778645.1	Bacillus cereus group sp. BceL133	Contig	current	5503384	74	SAMN48908563	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778665.1	Bacillus cereus group sp. BceL132	Contig	current	5150959	53	SAMN48908562	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778685.1	Bacillus cereus group sp. BceL131	Contig	current	5206107	53	SAMN48908561	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778705.1	Bacillus cereus group sp. BceL130	Contig	current	5212489	118	SAMN48908560	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778725.1	Bacillus cereus group sp. BceL129	Contig	current	5503589	81	SAMN48908559	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778745.1	Bacillus cereus group sp. BceL128	Contig	current	5498837	120	SAMN48908558	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778765.1	Bacillus cereus group sp. BceL127	Contig	current	5503392	72	SAMN48908557	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778785.1	Bacillus cereus group sp. BceL126	Contig	current	5504847	76	SAMN48908556	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778805.1	Bacillus cereus group sp. BceL125	Contig	current	5504674	73	SAMN48908555	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778825.1	Bacillus cereus group sp. BceL124	Contig	current	5517739	73	SAMN48908554	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778845.1	Bacillus cereus group sp. BceL123	Contig	current	5205581	51	SAMN48908553	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778865.1	Bacillus cereus group sp. BceL122	Contig	current	5456755	66	SAMN48908552	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778885.1	Bacillus cereus group sp. BceL121	Contig	current	5503451	66	SAMN48908551	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778905.1	Bacillus cereus group sp. BceL120	Contig	current	5456655	68	SAMN48908550	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778925.1	Bacillus cereus group sp. BceL119	Contig	current	5205792	52	SAMN48908549	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778945.1	Bacillus cereus group sp. BceL118	Contig	current	5505036	85	SAMN48908548	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778965.1	Bacillus cereus group sp. BceL117	Contig	current	5518309	84	SAMN48908547	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051778985.1	Bacillus cereus group sp. BceL115	Contig	current	5503582	78	SAMN48908546	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779005.1	Bacillus cereus group sp. BceL113	Contig	current	5206381	56	SAMN48908544	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779025.1	Bacillus cereus group sp. BceL114	Contig	current	5518276	82	SAMN48908545	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779045.1	Bacillus cereus group sp. BceL112	Contig	current	5504257	72	SAMN48908543	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779065.1	Bacillus cereus group sp. BceL111	Contig	current	5504599	72	SAMN48908542	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779085.1	Bacillus cereus group sp. BceL110	Contig	current	5499661	65	SAMN48908541	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779105.1	Bacillus cereus group sp. BceL109	Contig	current	5518496	77	SAMN48908540	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779125.1	Bacillus cereus group sp. BceL108	Contig	current	5503510	72	SAMN48908539	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779145.1	Bacillus cereus group sp. BceL106	Contig	current	5206282	52	SAMN48908537	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779165.1	Bacillus cereus group sp. BceL105	Contig	current	5507378	89	SAMN48908536	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779185.1	Bacillus cereus group sp. BceL104	Contig	current	5502935	68	SAMN48908535	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779205.1	Bacillus cereus group sp. BceL103	Contig	current	5517893	82	SAMN48908534	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779225.1	Bacillus cereus group sp. BceL102	Contig	current	5344968	67	SAMN48908533	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779245.1	Bacillus cereus group sp. BceL101	Contig	current	5489032	191	SAMN48908532	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779265.1	Bacillus cereus group sp. BceL099	Contig	current	5504097	70	SAMN48908530	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779285.1	Bacillus cereus group sp. BceL098	Contig	current	5205378	50	SAMN48908529	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779305.1	Bacillus cereus group sp. BceL100	Contig	current	5504282	72	SAMN48908531	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779325.1	Bacillus cereus group sp. BceL097	Contig	current	5455618	70	SAMN48908528	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779345.1	Bacillus cereus group sp. BceL096	Contig	current	5504195	82	SAMN48908527	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779365.1	Bacillus cereus group sp. BceL094	Contig	current	5503414	78	SAMN48908525	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779385.1	Bacillus cereus group sp. BceL095	Contig	current	5517523	78	SAMN48908526	stool	China:Zhejiang	Homo sapiens	uncertain	
GCF_051779405.1	Bacillus cereus group sp. BceL093	Contig	current	5517131	69	SAMN48908524	stool	China:Zhejiang	Homo sapiens	uncertain	
