Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_004119615.1	Bacillus subtilis	Complete Genome	current	4012178	1	SAMN10790877	food	South Korea		exclude_review	food
GCF_004119635.1	Bacillus subtilis	Complete Genome	current	4157489	2	SAMN10790878	food	South Korea		exclude_review	food
GCF_004119655.1	Bacillus subtilis	Complete Genome	current	4126329	1	SAMN10790882	food	South Korea		exclude_review	food
GCF_004119675.1	Bacillus subtilis	Complete Genome	current	4137450	2	SAMN10790879	food	South Korea		exclude_review	food
GCF_004119695.1	Bacillus subtilis	Complete Genome	current	4143637	1	SAMN10790884	food	South Korea		exclude_review	food
GCF_004119715.1	Bacillus subtilis	Complete Genome	current	4143632	1	SAMN10790883	food	South Korea		exclude_review	food
GCF_004119775.1	Bacillus subtilis	Complete Genome	current	4343160	4	SAMN10796306	food	South Korea		exclude_review	food
GCF_004119815.1	Bacillus subtilis	Complete Genome	current	4129860	1	SAMN10797245	food	South Korea		exclude_review	food
GCF_004119835.1	Bacillus subtilis	Complete Genome	current	4210895	2	SAMN10796308	food	South Korea		exclude_review	food
GCF_004119875.1	Bacillus subtilis	Complete Genome	current	4027238	1	SAMN10797246	food	South Korea		exclude_review	food
GCF_012029855.1	Bacillus subtilis	Contig	current	4038907	6	SAMN14448132	feces	France	snail	exclude_review	feces
GCF_012030395.1	Bacillus subtilis	Scaffold	current	4190428	71	SAMN14448131	feces	France	dog	exclude_review	feces
GCF_012926045.1	Bacillus subtilis	Contig	current	4000038	25	SAMN13921480	Yak feces	India: Yumthang, Sikkim		exclude_review	feces
GCF_014046405.1	Bacillus subtilis	Contig	current	4095178	19	SAMN09521649	rhizospheric soil of plants growing naturally in the vicinity of discharge point of an industrial area	Pakistan:Rawalpindi		exclude_review	industrial
GCF_014878105.1	Bacillus subtilis	Contig	current	4238856	54	SAMN16302825	food	South Korea:Changwon		exclude_review	food
GCF_015070965.1	Bacillus subtilis	Contig	current	3970987	21	SAMN16453360	laboratory construct	USA: Columbus, Ohio		exclude_review	laboratory
GCF_017592405.1	Bacillus subtilis	Contig	current	4208679	44	SAMN18385656	fermented food	India: North East		exclude_review	food
GCF_017601115.1	Bacillus subtilis	Contig	current	4488261	101	SAMN18354472	fermented food	India: North East		exclude_review	food
GCF_020251265.1	Bacillus subtilis	Contig	current	4038496	12	SAMN21874022	feces	China: Sichuan	Rhinopithecus roxellana	exclude_review	feces
GCF_021497525.1	Bacillus subtilis	Complete Genome	current	4190773	3	SAMN16801779	fermentation of straw	missing	not collected	exclude_review	fermentation
GCF_021497545.1	Bacillus subtilis	Complete Genome	current	4178076	3	SAMN16801778	fermentation of straw	missing	not collected	exclude_review	fermentation
GCF_024802585.1	Bacillus subtilis	Complete Genome	current	4148036	1	SAMN30470340	feces	South Korea:Jeongeup	Sus scrofa domesticus	exclude_review	feces
GCF_050475185.1	Bacillus stercoris	Contig	current	4209586	31	SAMN41009865	blood culture	not collected	horse	exclude_review	blood
GCF_054786455.1	Bacillus spizizenii	Contig	current	4092108	16	SAMN53052735	milk	China:Xinjiang	cow	exclude_review	milk
GCF_054877525.1	Bacillus spizizenii	Contig	current	4001935	25	SAMN54800018	feces	Italy	Homo sapiens	exclude_review	feces
GCF_056836665.1	Bacillus stercoris	Contig	current	4153085	22	SAMN57221475	Industrial Effluent	India: Thane, Maharashtra		exclude_review	industrial
GCF_028806775.1	Bacillus subtilis	Contig	current	4247238	118	SAMN33321761	Milk product waste	Poland: Torun	Dairy waste	exclude_review	milk
GCF_028806935.1	Bacillus subtilis	Contig	current	4231010	70	SAMN33321555	Milk waste product	Poland: Torun		exclude_review	milk
GCF_028807035.1	Bacillus subtilis	Contig	current	4230554	70	SAMN33321493	Milk product waste	Poland: Torun		exclude_review	milk
GCF_028807115.1	Bacillus subtilis	Contig	current	4253751	136	SAMN33321707	Milk product waste	Poland: Torun	Dairy waste	exclude_review	milk
GCF_028807155.1	Bacillus subtilis	Contig	current	4253751	136	SAMN33321732	Milk product waste	Poland: Torun	Dairy waste	exclude_review	milk
GCF_030413125.1	Bacillus subtilis	Contig	current	4102604	2	SAMN36015175	feces	South Korea: Buyeo	Bos taurus	exclude_review	feces
GCF_030438175.1	Bacillus subtilis	Complete Genome	current	4103568	1	SAMN36269680	Bos taurus feces	South Korea:Buyeo		exclude_review	feces
GCF_030767265.1	Bacillus subtilis	Contig	current	4056873	81	SAMN35538383	feces	Italy	Homo sapiens	exclude_review	feces
GCF_031932165.1	Bacillus subtilis	Scaffold	current	3970381	100	SAMN36767416	feces	Viet Nam: Hanoi	Homo sapiens	exclude_review	feces
GCF_031932205.1	Bacillus subtilis	Scaffold	current	4025963	86	SAMN36767417	feces	Viet Nam: Hanoi	Homo sapiens	exclude_review	feces
GCF_033113625.1	Bacillus subtilis	Complete Genome	current	4012893	1	SAMN37774623	Doenjang, Korean traditional food	South Korea		exclude_review	food
GCF_035319605.1	Bacillus subtilis	Complete Genome	current	4173215	1	SAMN38917970	Chungkukjang (Korean traditional fermented food)	South Korea	missing	exclude_review	food
GCF_035621695.1	Bacillus subtilis	Complete Genome	current	4133372	1	SAMN39190747	fermented soybean food	South Korea		exclude_review	food
GCF_035658515.1	Bacillus subtilis	Complete Genome	current	4377713	3	SAMN39190887	fermented soybean food	South Korea		exclude_review	food
GCF_035812835.1	Bacillus subtilis	Contig	current	4174218	13	SAMN33940410	mutant, asporogenous	not collected		exclude_review	mutant
GCF_035812875.1	Bacillus subtilis	Contig	current	4148647	19	SAMN33940409	mutant, asporogenous	not collected		exclude_review	mutant
GCF_038397795.1	Bacillus subtilis	Contig	current	3990139	7	SAMN40948517	feces	Viet Nam: Hanoi	Homo sapiens	exclude_review	feces
GCF_039581705.1	Bacillus subtilis	Contig	current	4145080	9	SAMN41074331	dairy milk	Canada: Quebec	bovine	exclude_review	milk
GCF_041199455.1	Bacillus subtilis	Contig	current	4083471	164	SAMN43025056	fermented food	Hungary: Budapest		exclude_review	food
GCF_045275325.1	Bacillus subtilis	Chromosome	current	4009039	1	SAMN44671619	feces from male	Turkey:Sakarya-Adapazari	Homo sapiens	exclude_review	feces
GCF_047302565.1	Bacillus subtilis	Complete Genome	current	4113166	1	SAMN46352032	feces	China:Guizhou	Pig	exclude_review	feces
GCF_049852155.1	Bacillus subtilis	Complete Genome	current	4045095	1	SAMN47760069	colon feces	China:Chongqing	Rongchang pig	exclude_review	feces
GCF_050106695.1	Bacillus subtilis	Scaffold	current	3989719	20	SAMN48122271	feces	Togo:Plateaux	Homo sapiens	exclude_review	feces
GCF_050379895.1	Bacillus subtilis	Scaffold	current	4044744	28	SAMN48396930	Rabbit feces	China:SiChuan		exclude_review	feces
GCF_050818325.1	Bacillus subtilis	Complete Genome	current	4147702	1	SAMN37855249	anaerobic digestate processed from food waste	Sweden	anaerobic digestate	exclude_review	food
GCF_051965795.1	Bacillus subtilis	Scaffold	current	4096786	23	SAMN48968271	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051965845.1	Bacillus subtilis	Scaffold	current	4208920	18	SAMN48968269	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966295.1	Bacillus subtilis	Scaffold	current	4112265	40	SAMN48968256	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966315.1	Bacillus subtilis	Scaffold	current	4040359	22	SAMN48968257	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966415.1	Bacillus subtilis	Scaffold	current	4136919	36	SAMN48968254	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966435.1	Bacillus subtilis	Scaffold	current	4111570	36	SAMN48968253	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051966455.1	Bacillus subtilis	Scaffold	current	4564777	690	SAMN48968255	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_052233195.1	Bacillus subtilis	Complete Genome	current	4121215	1	SAMN50672281	feces	China:yunnnan	Sus scrofa	exclude_review	feces
GCF_052783415.1	Bacillus subtilis	Complete Genome	current	4196931	1	SAMN51289187	Jeotgal (Korean fermented food)	South Korea: Gangwon-do		exclude_review	food
GCF_000230755.1	Bacillus subtilis subsp. subtilis str. SC-8	Contig	current	4138818	17	SAMN02469591	Korean traditional fermented-soybean food			exclude_review	food
GCF_000789275.1	Bacillus subtilis subsp. subtilis str. 168	Complete Genome	current	4215619	1	SAMN03222589	laboratory strain	France		exclude_review	laboratory
GCF_000828495.1	Bacillus subtilis subsp. subtilis	Scaffold	current	4307639	215	SAMN03167797	food	Netherlands		exclude_review	food
GCF_000833085.1	Bacillus thuringiensis	Complete Genome	current	5312686	2	SAMN03223175	human tissue	unknown	Homo sapiens	exclude_review	human
GCF_001541905.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	4056281	1	SAMN04420251	Laboratory strain	not collected		exclude_review	laboratory
GCF_001703495.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	4214812	1	SAMN05526243	laboratory strain	Germany		exclude_review	laboratory
GCF_002173615.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	4199283	2	SAMN07125936	food	South Korea		exclude_review	food
GCF_002173695.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	3988602	1	SAMN07125937	food	South Korea		exclude_review	food
GCF_002173715.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	3988649	1	SAMN07125938	food	South Korea		exclude_review	food
GCF_002201955.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	3988630	1	SAMN07204268	food	South Korea		exclude_review	food
GCF_002202035.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	4147173	1	SAMN07211386	food	South Korea		exclude_review	food
GCF_002906075.1	Bacillus subtilis subsp. subtilis	Contig	current	4046630	15	SAMN07276667	food	South Korea		exclude_review	food
GCF_003336895.2	Bacillus subtilis subsp. subtilis	Contig	current	3997608	9	SAMN09217786	laboratory construct with disruption of bacilysin biosynthetic operon bacABCDE	Turkey: Ankara		exclude_review	laboratory
GCF_003426125.1	Bacillus subtilis subsp. subtilis	Chromosome	current	4060726	43	SAMN09786559	Food waste compost	India: Kanpur		exclude_review	food
GCF_037094835.1	Bacillus subtilis subsp. natto	Contig	current	4093409	109	SAMN40246766	blood	Japan	Homo sapiens	exclude_review	blood
GCF_047041075.1	Bacillus subtilis subsp. subtilis	Complete Genome	current	4215642	1	SAMN46118857	Healthy human fecal	South Korea:Seoul		exclude_review	human
GCF_052439315.1	Bacillus subtilis subsp. natto	Scaffold	current	4058924	112	SAMN47602937	fermented soybeans natto in japanese food	Belgium	Homo sapiens	exclude_review	food
GCF_055455675.1	Bacillus subtilis	Contig	current	4352569	29	SAMN55348269	Fermented soybean food	South Korea		exclude_review	food
GCF_055455695.1	Bacillus subtilis	Contig	current	4279658	22	SAMN55348243	Fermented soybean food	South Korea		exclude_review	food
GCF_055455735.1	Bacillus subtilis	Contig	current	4037613	24	SAMN55348244	Fermented soybean food	South Korea		exclude_review	food
GCF_055701465.1	Bacillus subtilis	Contig	current	4187067	15	SAMN56256703	Fermented soybean food	South Korea		exclude_review	food
GCF_055701505.1	Bacillus subtilis	Contig	current	4072694	14	SAMN56256717	Fermented soybean food	South Korea		exclude_review	food
GCF_055817975.1	Bacillus subtilis	Contig	current	4054184	18	SAMN55289053	Korean fermented soybean food	South Korea		exclude_review	food
GCF_056629365.1	Bacillus subtilis	Contig	current	4176874	107	SAMN52956093	Artisanal cheese	Argentina: Buenos Aires		exclude_review	cheese
GCF_004519705.1	Bacillus thuringiensis	Contig	current	5581839	96	SAMN10755568	feces	Ireland	Homo sapiens	exclude_review	feces
GCF_018603645.1	Bacillus thuringiensis	Contig	current	5678307	76	SAMN15078641	Cultured Food	USA:MD	Homo sapiens	exclude_review	food
GCF_020775425.1	Bacillus thuringiensis	Contig	current	6318668	213	SAMN21214356	food	not applicable		exclude_review	food
GCF_020775435.1	Bacillus thuringiensis	Contig	current	6393238	254	SAMN21214355	food	not applicable		exclude_review	food
GCF_020775555.1	Bacillus thuringiensis	Contig	current	6358824	225	SAMN21214354	food	not applicable		exclude_review	food
GCF_020775565.1	Bacillus thuringiensis	Contig	current	6367444	230	SAMN21214353	food	not applicable		exclude_review	food
GCF_020775595.1	Bacillus thuringiensis	Contig	current	6371106	233	SAMN21214352	food	not applicable		exclude_review	food
GCF_020775695.1	Bacillus thuringiensis	Contig	current	6370014	219	SAMN21214348	food	not applicable		exclude_review	food
GCF_020775705.1	Bacillus thuringiensis	Contig	current	6374849	205	SAMN21214349	food	not applicable		exclude_review	food
GCF_020775715.1	Bacillus thuringiensis	Contig	current	6424373	271	SAMN21214351	food	not applicable		exclude_review	food
GCF_020775725.1	Bacillus thuringiensis	Contig	current	6436896	267	SAMN21214350	food	not applicable		exclude_review	food
GCF_020775795.1	Bacillus thuringiensis	Contig	current	6370500	211	SAMN21214347	food	not applicable		exclude_review	food
GCF_020775855.1	Bacillus thuringiensis	Contig	current	6479536	257	SAMN21214346	food	not applicable		exclude_review	food
GCF_020775865.1	Bacillus thuringiensis	Contig	current	6095752	249	SAMN21214344	food	not applicable		exclude_review	food
GCF_020775875.1	Bacillus thuringiensis	Contig	current	6455274	254	SAMN21214345	food	not applicable		exclude_review	food
GCF_020775915.1	Bacillus thuringiensis	Contig	current	6387891	252	SAMN21214342	food	not applicable		exclude_review	food
GCF_020775925.1	Bacillus thuringiensis	Contig	current	6389584	244	SAMN21214343	food	not applicable		exclude_review	food
GCF_020775975.1	Bacillus thuringiensis	Contig	current	6390352	235	SAMN21214339	food	not applicable		exclude_review	food
GCF_020775985.1	Bacillus thuringiensis	Contig	current	6330718	248	SAMN21214341	food	not applicable		exclude_review	food
GCF_020775995.1	Bacillus thuringiensis	Contig	current	6393268	241	SAMN21214340	food	not applicable		exclude_review	food
GCF_028764825.1	Bacillus thuringiensis	Contig	current	6215073	313	SAMN33267037	food (the mackerel and mussels in the garlic butter sauce)	United Kingdom		exclude_review	food
GCF_028765045.1	Bacillus thuringiensis	Contig	current	5269550	31	SAMN33267038	food (the mackerel and mussels in the garlic butter sauce)	United Kingdom		exclude_review	food
GCF_035817295.1	Bacillus thuringiensis	Scaffold	current	6160532	71	SAMN33940804	mutant of HD-500	not collected		exclude_review	mutant
GCF_035817335.1	Bacillus thuringiensis	Scaffold	current	6161484	65	SAMN33940805	mutant of HD-500	not collected		exclude_review	mutant
GCF_015071225.1	Bacillus toyonensis	Contig	current	5339069	114	SAMN12530040	Ricotta Cheese	Australia:Tasmania, Dairy Farm		exclude_review	cheese
GCF_015071265.1	Bacillus toyonensis	Contig	current	5335424	114	SAMN12530041	Ricotta Cheese	Australia:Tasmania, Dairy Farm		exclude_review	cheese
GCF_022509865.1	Bacillus toyonensis	Scaffold	current	5646249	65	SAMN25182251	feces	Poland	Testudo horsfieldii	exclude_review	feces
GCF_022509885.1	Bacillus toyonensis	Scaffold	current	5937563	59	SAMN25182249	feces	Poland	Testudo hermanni	exclude_review	feces
GCF_055633145.1	Bacillus thuringiensis	Contig	current	5663174	133	SAMN52659784	Duke University Hospital - patient room sink	USA: North Carolina		exclude_review	hospital;patient
GCF_002845365.1	Bacillus velezensis	Complete Genome	current	3928489	1	SAMN08166440	Chinese traditional food Douchi	China: Guangdong		exclude_review	food
GCF_002893845.1	Bacillus velezensis	Complete Genome	current	4339825	2	SAMN08275094	Chinese food lobster sauce	China		exclude_review	food
GCF_002944585.1	Bacillus velezensis	Complete Genome	current	4328187	3	SAMN08427082	fermented food	South Korea: chung-nam	soybean	exclude_review	food
GCF_003058025.1	Bacillus velezensis	Scaffold	current	4178597	10	SAMN08741172	feces	China: Kunming	deer	exclude_review	feces
GCF_003432425.1	Bacillus velezensis	Complete Genome	current	4047350	1	SAMN07572603	Korean fermented food	South Korea: Bundang		exclude_review	food
GCF_003721475.1	Bacillus velezensis	Complete Genome	current	4074913	1	SAMN10358642	Fermented foods	South Korea		exclude_review	food
GCF_004115935.1	Bacillus velezensis	Contig	current	4124238	2	SAMN10790826	food	South Korea		exclude_review	food
GCF_004119575.1	Bacillus velezensis	Complete Genome	current	4139533	1	SAMN10790859	food	South Korea		exclude_review	food
GCF_004119735.1	Bacillus velezensis	Complete Genome	current	4144097	1	SAMN10790881	food	South Korea		exclude_review	food
GCF_004119855.1	Bacillus velezensis	Complete Genome	current	4235113	1	SAMN10796307	food	South Korea		exclude_review	food
GCF_012844135.1	Bacillus velezensis	Contig	current	3999853	18	SAMN14558241	feces	Germany	Sus scrofa domesticus	exclude_review	feces
GCF_025519025.1	Bacillus toyonensis	Scaffold	current	5865219	345	SAMN27545624	Milk and dairy products	Italy		exclude_review	milk
GCF_025519285.1	Bacillus toyonensis	Scaffold	current	5810693	207	SAMN27545682	Milk and dairy products	Italy		exclude_review	milk
GCF_025519345.1	Bacillus tropicus	Scaffold	current	5483246	128	SAMN27545678	Milk and dairy products	Italy		exclude_review	milk
GCF_025519565.1	Bacillus toyonensis	Scaffold	current	6003969	182	SAMN27545647	Milk and dairy products	Italy		exclude_review	milk
GCF_029477175.1	Bacillus toyonensis	Contig	current	5945634	209	SAMN33794213	feces	Slovenia		exclude_review	feces
GCF_029478845.1	Bacillus tropicus	Contig	current	5236207	45	SAMN33794251	feces	Slovenia		exclude_review	feces
GCF_029537435.1	Bacillus toyonensis	Contig	current	5971045	275	SAMN33794212	feces	Slovenia		exclude_review	feces
GCF_046529595.1	Bacillus tropicus	Complete Genome	current	5318383	1	SAMN35673660	food	Bulgaria		exclude_review	food
GCF_050475345.1	Bacillus tropicus	Contig	current	5218674	67	SAMN41009857	milk	not collected		exclude_review	milk
GCF_050563375.1	Bacillus toyonensis	Contig	current	5853835	98	SAMN48388842	food: frozen berries	Switzerland		exclude_review	food
GCF_050630345.1	Bacillus toyonensis	Contig	current	6055905	58	SAMN43795093	milk	Belgium: Ghent		exclude_review	milk
GCF_056675975.1	Bacillus tropicus	Contig	current	5665298	115	SAMN56890207	blood	Bangladesh: Dhaka	chicken	exclude_review	blood
GCF_056711805.1	Bacillus toyonensis	Contig	current	5864904	63	SAMN53840588	food: icre cream/sorbet	Switzerland		exclude_review	food
GCF_902386805.1	Bacillus tuaregi	Scaffold	current	4863531	19	SAMEA5851912	human gut	not provided		exclude_review	human
GCF_014841075.1	Bacillus velezensis	Complete Genome	current	3929462	1	SAMN16261144	feces	China:sichuan	swine	exclude_review	feces
GCF_018398955.1	Bacillus velezensis	Complete Genome	current	4052249	6	SAMN19104545	feces	Viet Nam	swine	exclude_review	feces
GCF_018916765.1	Bacillus velezensis	Contig	current	3856675	22	SAMN19374083	feces	China: Suzhou	Macaca fascicularis	exclude_review	feces
GCF_020150015.1	Bacillus velezensis	Complete Genome	current	4177167	1	SAMN21448550	Meju, Soybean fermented food	South Korea		exclude_review	food
GCF_022313395.1	Bacillus velezensis	Complete Genome	current	4357259	2	SAMN22026941	feces from healthy human	China: Guangdong	Homo sapiens	exclude_review	human;feces
GCF_027568455.1	Bacillus velezensis	Contig	current	4022929	18	SAMN30158560	feces	China	bat	exclude_review	feces
GCF_030263995.1	Bacillus velezensis	Chromosome	current	3987795	1	SAMN35538394	human feces	Italy		exclude_review	human;feces
GCF_030406645.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36015184	Bos taurus feces	South Korea:Buyeo		exclude_review	feces
GCF_030520225.1	Bacillus velezensis	Complete Genome	current	3929792	1	SAMN36504918	Bos taurus feces	South Korea:Buyeo		exclude_review	feces
GCF_030767245.1	Bacillus velezensis	Contig	current	3989572	19	SAMN35538382	feces	Italy	Homo sapiens	exclude_review	feces
GCF_033313945.1	Bacillus velezensis	Contig	current	4163288	15	SAMN13160259	food	Not applicable		exclude_review	food
GCF_035811875.1	Bacillus velezensis	Scaffold	current	3907473	41	SAMN33940460	spoiled food	not collected		exclude_review	food
GCF_036323635.1	Bacillus velezensis	Contig	current	4164484	14	SAMN13624701	food	Not applicable		exclude_review	food
GCF_001044745.1	Bacillus wiedmannii	Scaffold	current	5414722	48	SAMN03325943	feces	Netherlands	Homo sapiens	exclude_review	feces
GCF_001583695.1	Bacillus wiedmannii	Contig	current	5337981	104	SAMN03800026	Raw milk	USA: New York state		exclude_review	milk
GCF_001645395.1	Bacillus wiedmannii	Contig	current	5616099	72	SAMN04909724	dairy food in process	USA: New York state		exclude_review	food
GCF_001645405.1	Bacillus wiedmannii	Contig	current	5615049	71	SAMN04909723	finished ready to eat dairy food product	USA: New York state		exclude_review	food
GCF_044784305.1	Bacillus velezensis	Complete Genome	current	3964618	1	SAMN44525872	feces	China: Risu Village, Yadui Township, Naidong District, Shannan City, Xizang province	Sus scrofa f. domestica	exclude_review	feces
GCF_046736005.1	Bacillus velezensis	Complete Genome	current	3929783	1	SAMN45994716	ZJ5 was isolated from pig colon feces.	China: Rongchang		exclude_review	feces
GCF_047947095.1	Bacillus velezensis	Complete Genome	current	4141337	1	SAMN39736570	leaf tissue of industrial hemp	China:Yunnan	Cannabis sativa L.	exclude_review	industrial
GCF_048538135.1	Bacillus velezensis	Scaffold	current	3887711	37	SAMN47142131	milk	China:Yangling		exclude_review	milk
GCF_048654465.1	Bacillus velezensis	Contig	current	3886285	25	SAMN47242589	milk	India: Anand	Homo sapiens	exclude_review	milk
GCF_050565505.1	Bacillus velezensis	Contig	current	3945102	20	SAMN48537131	fresh feces of healthy Kele pigs	China:Huaxi District	Kele pigs	exclude_review	feces
GCF_051144905.1	Bacillus velezensis	Complete Genome	current	4203905	1	SAMN48999309	feces	China: Yunnnan	Kunming dog	exclude_review	feces
GCF_051965835.1	Bacillus velezensis	Scaffold	current	3886342	19	SAMN48968270	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051965955.1	Bacillus velezensis	Scaffold	current	4187189	61	SAMN48968266	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051965995.1	Bacillus velezensis	Scaffold	current	4177896	44	SAMN48968267	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_051967685.1	Bacillus velezensis	Scaffold	current	3922776	23	SAMN48968220	Cleanroom floor	USA: Jet Propulsion Laboratory, Pasadena, CA		exclude_review	laboratory
GCF_053004885.1	Bacillus velezensis	Complete Genome	current	4012555	2	SAMN52096373	fermented food, tofu	China: Zhengzhou		exclude_review	food
GCF_054208755.1	Bacillus velezensis	Complete Genome	current	3912780	1	SAMN54226051	feces	China:yunnnan	Gallus gallus	exclude_review	feces
GCF_055194815.1	Bacillus velezensis	Complete Genome	current	3941321	1	SAMN55196620	feces	China: Shandong	Bos taurus	exclude_review	feces
GCF_001645445.1	Bacillus wiedmannii	Contig	current	5399934	66	SAMN04909726	raw milk	USA: New York state		exclude_review	milk
GCF_001645455.1	Bacillus wiedmannii	Contig	current	5364880	58	SAMN04909727	raw milk	USA: New York state		exclude_review	milk
GCF_001645465.1	Bacillus wiedmannii	Contig	current	5380322	90	SAMN04909728	raw milk	USA: New York state		exclude_review	milk
GCF_001645505.1	Bacillus wiedmannii	Contig	current	5617559	57	SAMN04909725	finished ready to eat diry food product	USA: New York state		exclude_review	food
GCF_001645525.1	Bacillus wiedmannii	Contig	current	5590865	92	SAMN04909729	dairy food in process	USA: New York state		exclude_review	food
GCF_001645535.1	Bacillus wiedmannii	Contig	current	5559350	100	SAMN04909730	dairy food in process	USA: New York state		exclude_review	food
GCF_001645555.1	Bacillus wiedmannii	Contig	current	5388838	51	SAMN04909731	dairy food in process	USA: New York state		exclude_review	food
GCF_002014635.1	Bacillus wiedmannii	Contig	current	5515124	71	SAMN06242077	raw milk	USA		exclude_review	milk
GCF_002200215.1	Bacillus wiedmannii	Scaffold	current	5513190	81	SAMN07205604	food product	USA: MD	missing	exclude_review	food
GCF_025517885.1	Bacillus wiedmannii	Scaffold	current	5433587	168	SAMN27545627	Milk and dairy products	Italy		exclude_review	milk
GCF_025518725.1	Bacillus wiedmannii	Scaffold	current	5686481	382	SAMN27545665	Milk and dairy products	Italy		exclude_review	milk
GCF_025518765.1	Bacillus wiedmannii	Scaffold	current	5748450	124	SAMN27545642	Milk and dairy products	Italy		exclude_review	milk
GCF_025518925.1	Bacillus wiedmannii	Scaffold	current	6109249	54	SAMN27545633	Milk and dairy products	Italy		exclude_review	milk
GCF_025519265.1	Bacillus wiedmannii	Contig	current	6144774	70	SAMN27545683	Milk and dairy products	Italy		exclude_review	milk
GCF_025519465.1	Bacillus wiedmannii	Scaffold	current	5436718	534	SAMN27545662	Milk and dairy products	Italy		exclude_review	milk
GCF_025519525.1	Bacillus wiedmannii	Scaffold	current	5685175	164	SAMN27545650	Milk and dairy products	Italy		exclude_review	milk
GCF_029478925.1	Bacillus wiedmannii	Contig	current	5813284	46	SAMN33794252	Pasteurized milk	Slovenia		exclude_review	milk
GCF_030676405.1	Bacillus wiedmannii	Contig	current	5365704	204	SAMN36760660	feces	Israel: Jerusalem, The Tisch Family Biblical Zoo	Mus musculus	exclude_review	feces
GCF_050563315.1	Bacillus wiedmannii	Contig	current	5384244	58	SAMN48388846	food: frozen berries	Switzerland		exclude_review	food
GCF_052116885.1	Bacillus wiedmannii	Contig	current	5296335	59	SAMN48950878	feces	United Kingdom:Wincherster	Sus scrofa domesticus	exclude_review	feces
GCF_902386225.1	Bacillus wiedmannii	Scaffold	current	5414722	48	SAMEA5851860	human gut	Netherlands		exclude_review	human
GCF_958411575.1	uncultured Bacillus sp.	Contig	current	3999080	25	SAMEA114061157	human feces metagenome	not provided		exclude_review	human;feces
GCF_964209775.1	Bacillus wiedmannii	Contig	current	5132772	1512	SAMEA115875279	wound swab	Tanzania	Homo sapiens	exclude_review	wound
